ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
send_p-660113,2023-05-30 08:33:00+00:00,send package,Yisong Zhang,Shipment,,,employees
send_p-660113,2023-05-30 08:33:00+00:00,send package,Benedikt Knopp,Warehousing,,,employees
confirm_o-990221,2023-05-30 08:47:36+00:00,confirm order,Mara Nitschke,Sales,,,employees
out_of_stock_i-880938,2023-05-30 08:57:08+00:00,item out of stock,Christopher Schwanen,Warehousing,,,employees
deliver_p-660108,2023-05-30 09:06:44+00:00,package delivered,Alessandro Berti,Shipment,,,employees
confirm_o-990232,2023-05-30 09:11:22+00:00,confirm order,Christine von Dobbert,Sales,,,employees
confirm_o-990233,2023-05-30 09:15:44+00:00,confirm order,Istvan Koren,Sales,,,employees
out_of_stock_i-880958,2023-05-30 09:15:47+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
pick_i-880979,2023-05-30 09:24:04+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
confirm_o-990231,2023-05-30 09:32:21+00:00,confirm order,Wil van der Aalst,Sales,,,employees
pick_i-880963,2023-05-30 09:35:38+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
deliver_p-660109,2023-05-30 09:46:28+00:00,package delivered,Viki Peeva,Shipment,,,employees
pick_i-880948,2023-05-30 09:53:52+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880843,2023-05-30 09:59:38+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880969,2023-05-30 10:00:08+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
out_of_stock_i-880967,2023-05-30 10:00:46+00:00,item out of stock,Christopher Schwanen,Warehousing,,,employees
out_of_stock_i-880884,2023-05-30 10:15:20+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
pick_i-880883,2023-05-30 10:17:49+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880966,2023-05-30 10:18:03+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880568,2023-05-30 10:27:09+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
deliver_p-660105,2023-05-30 10:37:45+00:00,package delivered,Gyunam Park,Shipment,,,employees
pick_i-880926,2023-05-30 10:40:38+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880433,2023-05-30 10:41:02+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880873,2023-05-30 10:42:02+00:00,pick item,Nina Graves,Warehousing,,,employees
create_p-660116,2023-05-30 10:50:18+00:00,create package,Detlef Wetzeler,Warehousing,,,employees
pick_i-880916,2023-05-30 10:50:18+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
out_of_stock_i-880960,2023-05-30 10:56:24+00:00,item out of stock,Detlef Wetzeler,Warehousing,,,employees
pick_i-880915,2023-05-30 11:00:26+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880964,2023-05-30 11:02:07+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
send_p-660115,2023-05-30 11:04:15+00:00,send package,Christopher Schwanen,Warehousing,,,employees
send_p-660115,2023-05-30 11:04:15+00:00,send package,Gyunam Park,Shipment,,,employees
pick_i-880973,2023-05-30 11:16:55+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880983,2023-05-30 11:20:09+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
send_p-660112,2023-05-30 11:20:59+00:00,send package,Gyunam Park,Shipment,,,employees
send_p-660112,2023-05-30 11:20:59+00:00,send package,Marco Pegoraro,Warehousing,,,employees
out_of_stock_i-880962,2023-05-30 11:29:16+00:00,item out of stock,Mahsa Bafrani,Warehousing,,,employees
send_p-660110,2023-05-30 11:34:05+00:00,send package,Gyunam Park,Shipment,,,employees
send_p-660110,2023-05-30 11:34:05+00:00,send package,Nina Graves,Warehousing,,,employees
pick_i-880946,2023-05-30 12:00:19+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880913,2023-05-30 12:01:55+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880957,2023-05-30 12:02:03+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
confirm_o-990234,2023-05-30 12:03:33+00:00,confirm order,Istvan Koren,Sales,,,employees
reorder_i-880905,2023-05-30 12:03:36+00:00,reorder item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880982,2023-05-30 12:06:39+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880945,2023-05-30 12:13:34+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
send_p-660114,2023-05-30 12:14:11+00:00,send package,Yisong Zhang,Shipment,,,employees
send_p-660114,2023-05-30 12:14:11+00:00,send package,Marco Pegoraro,Warehousing,,,employees
create_p-660117,2023-05-30 12:15:54+00:00,create package,Marco Pegoraro,Warehousing,,,employees
pick_i-880959,2023-05-30 12:15:54+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
confirm_o-990236,2023-05-30 12:20:26+00:00,confirm order,Christine von Dobbert,Sales,,,employees
out_of_stock_i-880935,2023-05-30 12:26:19+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
pick_i-880953,2023-05-30 12:30:17+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880986,2023-05-30 12:44:53+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
out_of_stock_i-880804,2023-05-30 12:53:31+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
reorder_i-880845,2023-05-30 12:59:24+00:00,reorder item,Leah Tacke genannt Unterberg,Warehousing,,,employees
fail_p-660113_34,2023-05-30 13:13:44+00:00,failed delivery,Yisong Zhang,Shipment,,,employees
fail_p-660110_35,2023-05-30 13:16:04+00:00,failed delivery,Gyunam Park,Shipment,,,employees
pick_i-880956,2023-05-30 13:53:58+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880952,2023-05-30 13:55:32+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880845,2023-05-30 14:08:43+00:00,pick item,Nina Graves,Warehousing,,,employees
create_p-660118,2023-05-30 14:14:38+00:00,create package,Detlef Wetzeler,Warehousing,,,employees
pick_i-880971,2023-05-30 14:14:38+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880937,2023-05-30 14:16:54+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
deliver_p-660115,2023-05-30 14:30:09+00:00,package delivered,Gyunam Park,Shipment,,,employees
send_p-660117,2023-05-30 14:30:53+00:00,send package,Yisong Zhang,Shipment,,,employees
send_p-660117,2023-05-30 14:30:53+00:00,send package,Christopher Schwanen,Warehousing,,,employees
pick_i-880906,2023-05-30 14:35:00+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880707,2023-05-30 14:37:06+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880974,2023-05-30 14:59:30+00:00,pick item,Nina Graves,Warehousing,,,employees
deliver_p-660113,2023-05-30 15:01:03+00:00,package delivered,Yisong Zhang,Shipment,,,employees
confirm_o-990235,2023-05-30 15:08:18+00:00,confirm order,Christine von Dobbert,Sales,,,employees
pick_i-880922,2023-05-30 15:12:37+00:00,pick item,Nina Graves,Warehousing,,,employees
out_of_stock_i-880981,2023-05-30 15:22:49+00:00,item out of stock,Nina Graves,Warehousing,,,employees
out_of_stock_i-880965,2023-05-30 15:31:06+00:00,item out of stock,Nina Graves,Warehousing,,,employees
reorder_i-880884,2023-05-30 15:35:57+00:00,reorder item,Mahsa Bafrani,Warehousing,,,employees
out_of_stock_i-880930,2023-05-30 15:36:46+00:00,item out of stock,Benedikt Knopp,Warehousing,,,employees
confirm_o-990238,2023-05-30 15:48:08+00:00,confirm order,Jan Niklas Adams,Sales,,,employees
confirm_o-990229,2023-05-30 15:50:47+00:00,confirm order,Christine von Dobbert,Sales,,,employees
fail_p-660111_36,2023-05-30 15:54:08+00:00,failed delivery,Viki Peeva,Shipment,,,employees
reorder_i-880967,2023-05-30 15:57:02+00:00,reorder item,Mahsa Bafrani,Warehousing,,,employees
send_p-660116,2023-05-30 15:57:52+00:00,send package,Alessandro Berti,Shipment,,,employees
send_p-660116,2023-05-30 15:57:52+00:00,send package,Nina Graves,Warehousing,,,employees
create_p-660119,2023-05-30 16:08:39+00:00,create package,Mahsa Bafrani,Warehousing,,,employees
pick_i-880905,2023-05-30 16:08:39+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
reorder_i-880880,2023-05-30 16:13:32+00:00,reorder item,Marco Pegoraro,Warehousing,,,employees
send_p-660119,2023-05-30 16:21:25+00:00,send package,Alessandro Berti,Shipment,,,employees
send_p-660119,2023-05-30 16:21:25+00:00,send package,Christopher Schwanen,Warehousing,,,employees
reorder_i-880962,2023-05-30 16:23:14+00:00,reorder item,Leah Tacke genannt Unterberg,Warehousing,,,employees
out_of_stock_i-880984,2023-05-30 16:24:36+00:00,item out of stock,Nina Graves,Warehousing,,,employees
pick_i-880921,2023-05-30 16:30:16+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880874,2023-05-30 16:35:30+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
confirm_o-990227,2023-05-30 16:37:07+00:00,confirm order,Christine von Dobbert,Sales,,,employees
deliver_p-660114,2023-05-30 16:38:02+00:00,package delivered,Yisong Zhang,Shipment,,,employees
reorder_i-880965,2023-05-30 16:52:56+00:00,reorder item,Benedikt Knopp,Warehousing,,,employees
pick_i-880972,2023-05-30 17:07:20+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
confirm_o-990239,2023-05-30 17:15:54+00:00,confirm order,Istvan Koren,Sales,,,employees
create_p-660120,2023-05-30 17:30:05+00:00,create package,Marco Pegoraro,Warehousing,,,employees
pick_i-880994,2023-05-30 17:30:05+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
confirm_o-990223,2023-05-30 17:30:52+00:00,confirm order,Christine von Dobbert,Sales,,,employees
reorder_i-880938,2023-05-30 17:40:14+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
confirm_o-990240,2023-05-30 18:03:34+00:00,confirm order,Jan Niklas Adams,Sales,,,employees
pick_i-880601,2023-05-30 18:08:19+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
reorder_i-880804,2023-05-30 18:47:48+00:00,reorder item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880950,2023-05-30 20:20:34+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-881004,2023-05-30 20:55:46+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-881000,2023-05-30 21:31:48+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880978,2023-05-31 08:09:57+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
confirm_o-990241,2023-05-31 08:12:24+00:00,confirm order,Wil van der Aalst,Sales,,,employees
out_of_stock_i-880846,2023-05-31 08:45:58+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
fail_p-660117_37,2023-05-31 09:23:44+00:00,failed delivery,Yisong Zhang,Shipment,,,employees
pick_i-880995,2023-05-31 09:31:10+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880968,2023-05-31 09:31:16+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880673,2023-05-31 09:32:02+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
send_p-660120,2023-05-31 09:37:13+00:00,send package,Eduardo Goulart Rocha,Shipment,,,employees
send_p-660120,2023-05-31 09:37:13+00:00,send package,Detlef Wetzeler,Warehousing,,,employees
create_p-660121,2023-05-31 09:37:48+00:00,create package,Mahsa Bafrani,Warehousing,,,employees
pick_i-880997,2023-05-31 09:37:48+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880672,2023-05-31 09:47:14+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880909,2023-05-31 09:47:43+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
deliver_p-660117,2023-05-31 09:51:08+00:00,package delivered,Yisong Zhang,Shipment,,,employees
confirm_o-990242,2023-05-31 09:54:41+00:00,confirm order,Mara Nitschke,Sales,,,employees
reorder_i-880958,2023-05-31 09:57:15+00:00,reorder item,Nina Graves,Warehousing,,,employees
deliver_p-660119,2023-05-31 09:57:29+00:00,package delivered,Alessandro Berti,Shipment,,,employees
pick_i-881006,2023-05-31 09:59:45+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880932,2023-05-31 10:40:56+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
fail_p-660116_38,2023-05-31 10:41:08+00:00,failed delivery,Alessandro Berti,Shipment,,,employees
pick_i-880931,2023-05-31 10:41:12+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880876,2023-05-31 10:50:07+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
create_p-660122,2023-05-31 11:17:12+00:00,create package,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880889,2023-05-31 11:17:12+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880862,2023-05-31 11:19:45+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880955,2023-05-31 11:21:10+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880947,2023-05-31 11:27:45+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-881012,2023-05-31 11:31:04+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-881015,2023-05-31 11:32:46+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
reorder_i-880814,2023-05-31 11:34:54+00:00,reorder item,Detlef Wetzeler,Warehousing,,,employees
confirm_o-990243,2023-05-31 11:35:18+00:00,confirm order,Wil van der Aalst,Sales,,,employees
pick_i-880962,2023-05-31 11:57:53+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
create_p-660123,2023-05-31 12:01:27+00:00,create package,Detlef Wetzeler,Warehousing,,,employees
pick_i-881009,2023-05-31 12:01:27+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880985,2023-05-31 12:03:08+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880361,2023-05-31 12:08:53+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-881005,2023-05-31 12:13:59+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880853,2023-05-31 12:28:33+00:00,pick item,Nina Graves,Warehousing,,,employees
deliver_p-660112,2023-05-31 12:42:38+00:00,package delivered,Gyunam Park,Shipment,,,employees
send_p-660121,2023-05-31 12:46:35+00:00,send package,Alessandro Berti,Shipment,,,employees
send_p-660121,2023-05-31 12:46:35+00:00,send package,Benedikt Knopp,Warehousing,,,employees
pick_i-880977,2023-05-31 12:46:44+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880904,2023-05-31 13:02:29+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880998,2023-05-31 13:05:25+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
confirm_o-990244,2023-05-31 13:07:20+00:00,confirm order,Mara Nitschke,Sales,,,employees
create_p-660124,2023-05-31 13:14:18+00:00,create package,Mahsa Bafrani,Warehousing,,,employees
pick_i-880999,2023-05-31 13:14:18+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-881008,2023-05-31 13:19:01+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
send_p-660118,2023-05-31 13:19:15+00:00,send package,Eduardo Goulart Rocha,Shipment,,,employees
send_p-660118,2023-05-31 13:19:15+00:00,send package,Mahsa Bafrani,Warehousing,,,employees
pick_i-880820,2023-05-31 13:22:50+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-881019,2023-05-31 13:30:23+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
deliver_p-660118,2023-05-31 13:31:54+00:00,package delivered,Eduardo Goulart Rocha,Shipment,,,employees
pick_i-880992,2023-05-31 13:38:06+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880715,2023-05-31 14:05:03+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
confirm_o-990217,2023-05-31 14:07:52+00:00,confirm order,Wil van der Aalst,Sales,,,employees
deliver_p-660110,2023-05-31 14:13:36+00:00,package delivered,Gyunam Park,Shipment,,,employees
pick_i-881003,2023-05-31 14:21:13+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-881001,2023-05-31 14:23:37+00:00,pick item,Nina Graves,Warehousing,,,employees
create_p-660125,2023-05-31 14:35:28+00:00,create package,Benedikt Knopp,Warehousing,,,employees
pick_i-880991,2023-05-31 14:35:28+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-881007,2023-05-31 14:36:10+00:00,pick item,Nina Graves,Warehousing,,,employees
confirm_o-990245,2023-05-31 14:42:55+00:00,confirm order,Istvan Koren,Sales,,,employees
confirm_o-990246,2023-05-31 14:46:43+00:00,confirm order,Christine von Dobbert,Sales,,,employees
pick_i-880988,2023-05-31 14:51:16+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
create_p-660126,2023-05-31 14:53:01+00:00,create package,Detlef Wetzeler,Warehousing,,,employees
pick_i-881016,2023-05-31 14:53:01+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
deliver_p-660116,2023-05-31 15:13:36+00:00,package delivered,Alessandro Berti,Shipment,,,employees
create_p-660127,2023-05-31 15:38:13+00:00,create package,Nina Graves,Warehousing,,,employees
pick_i-880993,2023-05-31 15:38:13+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880857,2023-05-31 16:02:14+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880970,2023-05-31 16:04:33+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880967,2023-05-31 16:07:38+00:00,pick item,Nina Graves,Warehousing,,,employees
create_p-660128,2023-05-31 16:07:40+00:00,create package,Marco Pegoraro,Warehousing,,,employees
pick_i-881002,2023-05-31 16:07:40+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
confirm_o-990237,2023-05-31 16:11:23+00:00,confirm order,Wil van der Aalst,Sales,,,employees
out_of_stock_i-880879,2023-05-31 16:26:31+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
pick_i-880949,2023-05-31 16:27:11+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880434,2023-05-31 16:33:53+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
fail_p-660111_39,2023-05-31 16:45:53+00:00,failed delivery,Viki Peeva,Shipment,,,employees
confirm_o-990247,2023-05-31 17:01:20+00:00,confirm order,Christine von Dobbert,Sales,,,employees
pick_i-880769,2023-05-31 18:43:16+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
send_p-660124,2023-05-31 19:07:55+00:00,send package,Christopher Schwanen,Warehousing,,,employees
send_p-660124,2023-05-31 19:07:55+00:00,send package,Gyunam Park,Shipment,,,employees
pick_i-881024,2023-05-31 19:19:06+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880800,2023-05-31 20:47:10+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
reorder_i-880984,2023-05-31 20:56:54+00:00,reorder item,Leah Tacke genannt Unterberg,Warehousing,,,employees
out_of_stock_i-881031,2023-05-31 20:58:08+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
fail_p-660120_40,2023-06-01 08:41:38+00:00,failed delivery,Eduardo Goulart Rocha,Shipment,,,employees
create_p-660129,2023-06-01 08:56:36+00:00,create package,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880914,2023-06-01 08:56:36+00:00,pick item,Nina Graves,Warehousing,,,employees
fail_p-660124_41,2023-06-01 09:12:18+00:00,failed delivery,Gyunam Park,Shipment,,,employees
send_p-660123,2023-06-01 09:18:47+00:00,send package,Leah Tacke genannt Unterberg,Warehousing,,,employees
send_p-660123,2023-06-01 09:18:47+00:00,send package,Gyunam Park,Shipment,,,employees
create_p-660130,2023-06-01 09:44:10+00:00,create package,Marco Pegoraro,Warehousing,,,employees
pick_i-880860,2023-06-01 09:44:10+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
fail_p-660123_42,2023-06-01 09:46:19+00:00,failed delivery,Gyunam Park,Shipment,,,employees
pick_i-880942,2023-06-01 09:47:37+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
reorder_i-880925,2023-06-01 09:53:40+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
pick_i-881017,2023-06-01 10:16:58+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880961,2023-06-01 10:20:50+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
out_of_stock_i-881011,2023-06-01 10:37:22+00:00,item out of stock,Mahsa Bafrani,Warehousing,,,employees
confirm_o-990251,2023-06-01 10:37:30+00:00,confirm order,Jan Niklas Adams,Sales,,,employees
pick_i-880975,2023-06-01 10:38:11+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
send_p-660128,2023-06-01 10:39:03+00:00,send package,Yisong Zhang,Shipment,,,employees
send_p-660128,2023-06-01 10:39:03+00:00,send package,Detlef Wetzeler,Warehousing,,,employees
fail_p-660120_43,2023-06-01 10:39:12+00:00,failed delivery,Eduardo Goulart Rocha,Shipment,,,employees
out_of_stock_i-881026,2023-06-01 10:43:35+00:00,item out of stock,Christopher Schwanen,Warehousing,,,employees
pick_i-881020,2023-06-01 10:45:33+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880539,2023-06-01 10:53:19+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
reorder_i-880930,2023-06-01 10:56:59+00:00,reorder item,Marco Pegoraro,Warehousing,,,employees
send_p-660127,2023-06-01 10:58:54+00:00,send package,Majid Rafiei,Shipment,,,employees
send_p-660127,2023-06-01 10:58:54+00:00,send package,Christopher Schwanen,Warehousing,,,employees
pick_i-881033,2023-06-01 11:16:20+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
reorder_i-880960,2023-06-01 11:22:50+00:00,reorder item,Benedikt Knopp,Warehousing,,,employees
send_p-660122,2023-06-01 11:24:08+00:00,send package,Viki Peeva,Shipment,,,employees
send_p-660122,2023-06-01 11:24:08+00:00,send package,Benedikt Knopp,Warehousing,,,employees
pick_i-880934,2023-06-01 11:28:21+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
confirm_o-990248,2023-06-01 11:34:32+00:00,confirm order,Wil van der Aalst,Sales,,,employees
pick_i-880687,2023-06-01 11:39:02+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-881018,2023-06-01 11:45:36+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880712,2023-06-01 11:52:31+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880940,2023-06-01 12:00:56+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
confirm_o-990250,2023-06-01 12:07:40+00:00,confirm order,Christine von Dobbert,Sales,,,employees
reorder_i-880886,2023-06-01 12:10:06+00:00,reorder item,Detlef Wetzeler,Warehousing,,,employees
create_p-660131,2023-06-01 12:12:43+00:00,create package,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-881036,2023-06-01 12:12:43+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
out_of_stock_i-881037,2023-06-01 12:24:56+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
deliver_p-660120,2023-06-01 12:25:19+00:00,package delivered,Eduardo Goulart Rocha,Shipment,,,employees
deliver_p-660121,2023-06-01 12:27:08+00:00,package delivered,Alessandro Berti,Shipment,,,employees
deliver_p-660127,2023-06-01 12:40:53+00:00,package delivered,Majid Rafiei,Shipment,,,employees
pick_i-881039,2023-06-01 12:57:29+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
pick_i-881041,2023-06-01 13:03:56+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-881010,2023-06-01 13:08:39+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
send_p-660129,2023-06-01 13:14:52+00:00,send package,Gyunam Park,Shipment,,,employees
send_p-660129,2023-06-01 13:14:52+00:00,send package,Nina Graves,Warehousing,,,employees
pick_i-880929,2023-06-01 13:51:33+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
deliver_p-660123,2023-06-01 13:54:10+00:00,package delivered,Gyunam Park,Shipment,,,employees
create_p-660132,2023-06-01 13:55:07+00:00,create package,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880987,2023-06-01 13:55:07+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-881023,2023-06-01 14:03:48+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-881048,2023-06-01 14:09:15+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-881028,2023-06-01 14:14:56+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-881043,2023-06-01 14:18:40+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
reorder_i-881031,2023-06-01 14:30:35+00:00,reorder item,Leah Tacke genannt Unterberg,Warehousing,,,employees
confirm_o-990249,2023-06-01 14:44:55+00:00,confirm order,Jan Niklas Adams,Sales,,,employees
send_p-660125,2023-06-01 14:48:07+00:00,send package,Eduardo Goulart Rocha,Shipment,,,employees
send_p-660125,2023-06-01 14:48:07+00:00,send package,Marco Pegoraro,Warehousing,,,employees
deliver_p-660122,2023-06-01 14:56:24+00:00,package delivered,Viki Peeva,Shipment,,,employees
out_of_stock_i-881032,2023-06-01 15:01:34+00:00,item out of stock,Detlef Wetzeler,Warehousing,,,employees
pick_i-881038,2023-06-01 15:01:47+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
send_p-660126,2023-06-01 15:09:05+00:00,send package,Viki Peeva,Shipment,,,employees
send_p-660126,2023-06-01 15:09:05+00:00,send package,Nina Graves,Warehousing,,,employees
pick_i-880912,2023-06-01 15:17:57+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
deliver_p-660128,2023-06-01 15:32:30+00:00,package delivered,Yisong Zhang,Shipment,,,employees
pick_i-881030,2023-06-01 15:42:46+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
reorder_i-880879,2023-06-01 15:45:46+00:00,reorder item,Detlef Wetzeler,Warehousing,,,employees
send_p-660131,2023-06-01 15:49:28+00:00,send package,Leah Tacke genannt Unterberg,Warehousing,,,employees
send_p-660131,2023-06-01 15:49:28+00:00,send package,Gyunam Park,Shipment,,,employees
deliver_p-660124,2023-06-01 15:54:32+00:00,package delivered,Gyunam Park,Shipment,,,employees
pick_i-881053,2023-06-01 16:05:32+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880930,2023-06-01 16:15:19+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
deliver_p-660125,2023-06-01 16:21:04+00:00,package delivered,Eduardo Goulart Rocha,Shipment,,,employees
deliver_p-660126,2023-06-01 16:35:52+00:00,package delivered,Viki Peeva,Shipment,,,employees
pick_i-880990,2023-06-01 16:45:45+00:00,pick item,Nina Graves,Warehousing,,,employees
send_p-660132,2023-06-01 17:25:13+00:00,send package,Viki Peeva,Shipment,,,employees
send_p-660132,2023-06-01 17:25:13+00:00,send package,Leah Tacke genannt Unterberg,Warehousing,,,employees
reorder_i-881037,2023-06-01 17:37:39+00:00,reorder item,Leah Tacke genannt Unterberg,Warehousing,,,employees
send_p-660130,2023-06-01 18:32:55+00:00,send package,Yisong Zhang,Shipment,,,employees
