ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
place_o-990324,2023-06-13 16:20:25+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990323,2023-06-13 16:32:44+00:00,confirm order,Carpathian Financial Services plc,,,,customers
confirm_o-990322,2023-06-13 16:35:45+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
place_o-990325,2023-06-13 17:58:56+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990316,2023-06-13 18:12:13+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990324,2023-06-13 19:06:02+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990326,2023-06-13 20:32:59+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990325,2023-06-13 20:41:52+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990327,2023-06-14 00:18:51+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990328,2023-06-14 09:20:49+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990320,2023-06-14 10:31:12+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990329,2023-06-14 10:59:44+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990290,2023-06-14 11:08:04+00:00,confirm order,AlpenTech Innovations AG,,,,customers
confirm_o-990327,2023-06-14 11:09:05+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990328,2023-06-14 11:42:38+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990330,2023-06-14 13:17:34+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990331,2023-06-14 14:53:13+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990331,2023-06-14 16:23:33+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990330,2023-06-14 16:58:13+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990332,2023-06-14 17:04:32+00:00,place order,Vesta Fashion House GmbH,,,,customers
place_o-990333,2023-06-14 18:27:09+00:00,place order,AlpenTech Innovations AG,,,,customers
place_o-990334,2023-06-14 20:57:39+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
place_o-990335,2023-06-15 02:46:50+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990329,2023-06-15 09:07:07+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990332,2023-06-15 09:46:43+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
place_o-990336,2023-06-15 10:03:37+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990335,2023-06-15 11:11:44+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990337,2023-06-15 11:25:19+00:00,place order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990326,2023-06-15 11:43:52+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
confirm_o-990333,2023-06-15 12:12:17+00:00,confirm order,AlpenTech Innovations AG,,,,customers
place_o-990338,2023-06-15 13:08:44+00:00,place order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990334,2023-06-15 14:25:49+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
place_o-990339,2023-06-15 14:35:34+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990337,2023-06-15 16:03:34+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
place_o-990340,2023-06-15 16:29:13+00:00,place order,Vesta Fashion House GmbH,,,,customers
place_o-990341,2023-06-15 18:16:32+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990342,2023-06-15 20:25:47+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990343,2023-06-15 23:35:39+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990338,2023-06-16 08:53:57+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990344,2023-06-16 09:30:58+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990340,2023-06-16 09:38:36+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
confirm_o-990336,2023-06-16 09:50:25+00:00,confirm order,Nordica Systems GmbH,,,,customers
confirm_o-990342,2023-06-16 10:53:24+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990345,2023-06-16 11:20:01+00:00,place order,Riviera Robotics SAS,,,,customers
confirm_o-990341,2023-06-16 11:39:00+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990343,2023-06-16 12:14:26+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990344,2023-06-16 12:43:59+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990346,2023-06-16 12:58:08+00:00,place order,Celtica Green Farms Oy,,,,customers
place_o-990347,2023-06-16 15:14:22+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990348,2023-06-16 16:46:49+00:00,place order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990346,2023-06-16 18:32:31+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990349,2023-06-16 18:51:44+00:00,place order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990348,2023-06-16 21:49:37+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990350,2023-06-16 22:11:23+00:00,place order,Danube Pharmaceuticals BV,,,,customers
place_o-990351,2023-06-17 15:51:14+00:00,place order,Nordica Systems GmbH,,,,customers
place_o-990352,2023-06-18 16:19:25+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990353,2023-06-19 08:22:17+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990347,2023-06-19 09:22:38+00:00,confirm order,Riviera Robotics SAS,,,,customers
place_o-990354,2023-06-19 10:21:31+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990345,2023-06-19 10:29:49+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990354,2023-06-19 10:35:39+00:00,confirm order,Celtica Green Farms Oy,,,,customers
confirm_o-990352,2023-06-19 11:26:33+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990349,2023-06-19 11:31:45+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990355,2023-06-19 12:01:08+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990353,2023-06-19 12:59:57+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990356,2023-06-19 13:20:22+00:00,place order,Carpathian Financial Services plc,,,,customers
confirm_o-990350,2023-06-19 14:13:41+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990339,2023-06-19 14:49:59+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990357,2023-06-19 14:58:49+00:00,place order,AlpenTech Innovations AG,,,,customers
confirm_o-990355,2023-06-19 15:07:44+00:00,confirm order,Celtica Green Farms Oy,,,,customers
confirm_o-990357,2023-06-19 17:13:13+00:00,confirm order,AlpenTech Innovations AG,,,,customers
place_o-990358,2023-06-19 17:15:44+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990358,2023-06-19 17:21:38+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990359,2023-06-19 18:49:33+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
place_o-990360,2023-06-19 22:04:51+00:00,place order,SwissPeak Timepieces AG,,,,customers
place_o-990361,2023-06-20 07:30:02+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990362,2023-06-20 10:15:08+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990351,2023-06-20 10:20:57+00:00,confirm order,Nordica Systems GmbH,,,,customers
confirm_o-990359,2023-06-20 11:36:19+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
place_o-990363,2023-06-20 11:48:22+00:00,place order,Vesta Fashion House GmbH,,,,customers
confirm_o-990356,2023-06-20 13:29:20+00:00,confirm order,Carpathian Financial Services plc,,,,customers
place_o-990364,2023-06-20 13:54:49+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990362,2023-06-20 15:20:54+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990365,2023-06-20 16:07:44+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990365,2023-06-20 16:42:35+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990364,2023-06-20 16:52:27+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990363,2023-06-20 17:18:06+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
place_o-990366,2023-06-20 17:33:34+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990367,2023-06-20 19:25:13+00:00,place order,Riviera Robotics SAS,,,,customers
confirm_o-990366,2023-06-20 21:24:34+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990368,2023-06-20 22:26:37+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990369,2023-06-21 08:41:26+00:00,place order,Iberian Sun Solaridades SA,,,,customers
place_o-990370,2023-06-21 10:50:14+00:00,place order,Vesta Fashion House GmbH,,,,customers
confirm_o-990361,2023-06-21 12:13:46+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990368,2023-06-21 12:54:56+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990371,2023-06-21 12:58:34+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990371,2023-06-21 14:22:55+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990372,2023-06-21 15:15:14+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990372,2023-06-21 16:17:05+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990373,2023-06-21 16:48:33+00:00,place order,Danube Pharmaceuticals BV,,,,customers
place_o-990374,2023-06-21 18:55:12+00:00,place order,SwissPeak Timepieces AG,,,,customers
place_o-990375,2023-06-21 22:21:47+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990376,2023-06-22 08:31:45+00:00,place order,Carpathian Financial Services plc,,,,customers
place_o-990377,2023-06-22 10:35:44+00:00,place order,Riviera Robotics SAS,,,,customers
confirm_o-990377,2023-06-22 10:37:38+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990367,2023-06-22 11:13:14+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990373,2023-06-22 12:18:44+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
place_o-990378,2023-06-22 12:29:33+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990360,2023-06-22 12:45:49+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
confirm_o-990375,2023-06-22 14:15:34+00:00,confirm order,Riviera Robotics SAS,,,,customers
place_o-990379,2023-06-22 14:17:12+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990379,2023-06-22 14:42:48+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990369,2023-06-22 14:44:13+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990380,2023-06-22 15:52:30+00:00,place order,Carpathian Financial Services plc,,,,customers
confirm_o-990376,2023-06-22 17:52:30+00:00,confirm order,Carpathian Financial Services plc,,,,customers
place_o-990381,2023-06-22 18:03:05+00:00,place order,Celtica Green Farms Oy,,,,customers
place_o-990382,2023-06-22 19:45:26+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990383,2023-06-22 23:07:04+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
place_o-990384,2023-06-23 08:56:40+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990383,2023-06-23 09:22:14+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990374,2023-06-23 10:05:44+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990385,2023-06-23 11:13:05+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990380,2023-06-23 12:03:32+00:00,confirm order,Carpathian Financial Services plc,,,,customers
place_o-990386,2023-06-23 12:44:16+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990382,2023-06-23 13:43:06+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990381,2023-06-23 14:45:22+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990387,2023-06-23 14:46:38+00:00,place order,Vesta Fashion House GmbH,,,,customers
confirm_o-990370,2023-06-23 15:11:01+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
confirm_o-990387,2023-06-23 16:04:37+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
confirm_o-990384,2023-06-23 16:22:34+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990388,2023-06-23 16:51:21+00:00,place order,Nordica Systems GmbH,,,,customers
place_o-990389,2023-06-23 19:00:48+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990390,2023-06-23 21:37:47+00:00,place order,Balkan Minerals d.o.o.,,,,customers
place_o-990391,2023-06-24 13:29:39+00:00,place order,Iberian Sun Solaridades SA,,,,customers
place_o-990392,2023-06-25 13:36:14+00:00,place order,Balkan Minerals d.o.o.,,,,customers
place_o-990393,2023-06-26 06:07:24+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990393,2023-06-26 09:18:22+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
confirm_o-990392,2023-06-26 09:34:58+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990394,2023-06-26 09:44:14+00:00,place order,Riviera Robotics SAS,,,,customers
confirm_o-990389,2023-06-26 11:02:37+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990385,2023-06-26 11:43:57+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990395,2023-06-26 11:46:34+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990390,2023-06-26 12:04:01+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990388,2023-06-26 12:45:00+00:00,confirm order,Nordica Systems GmbH,,,,customers
confirm_o-990386,2023-06-26 12:59:22+00:00,confirm order,Celtica Green Farms Oy,,,,customers
confirm_o-990395,2023-06-26 13:49:23+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990396,2023-06-26 13:51:14+00:00,place order,Iberian Sun Solaridades SA,,,,customers
place_o-990397,2023-06-26 16:00:33+00:00,place order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990396,2023-06-26 16:34:11+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990398,2023-06-26 17:19:12+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990394,2023-06-26 18:31:28+00:00,confirm order,Riviera Robotics SAS,,,,customers
place_o-990399,2023-06-26 18:56:30+00:00,place order,AlpenTech Innovations AG,,,,customers
place_o-990400,2023-06-26 22:25:41+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990401,2023-06-27 08:39:33+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990391,2023-06-27 09:25:23+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990397,2023-06-27 09:26:22+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990378,2023-06-27 10:18:45+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990402,2023-06-27 10:47:25+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990399,2023-06-27 11:17:59+00:00,confirm order,AlpenTech Innovations AG,,,,customers
place_o-990403,2023-06-27 12:52:56+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990398,2023-06-27 14:31:37+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990404,2023-06-27 15:03:58+00:00,place order,Vesta Fashion House GmbH,,,,customers
place_o-990405,2023-06-27 16:26:01+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990405,2023-06-27 16:31:31+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
confirm_o-990400,2023-06-27 16:50:31+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990401,2023-06-27 17:39:49+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990406,2023-06-27 18:10:08+00:00,place order,Celtica Green Farms Oy,,,,customers
place_o-990407,2023-06-27 20:06:35+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990408,2023-06-27 22:49:21+00:00,place order,Riviera Robotics SAS,,,,customers
confirm_o-990406,2023-06-28 08:48:59+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990409,2023-06-28 09:26:54+00:00,place order,Vesta Fashion House GmbH,,,,customers
confirm_o-990408,2023-06-28 10:44:06+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990403,2023-06-28 10:50:43+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990402,2023-06-28 11:02:14+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990410,2023-06-28 11:11:53+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990409,2023-06-28 11:53:00+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
place_o-990411,2023-06-28 12:41:52+00:00,place order,Celtica Green Farms Oy,,,,customers
place_o-990412,2023-06-28 14:41:50+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990412,2023-06-28 14:44:01+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990413,2023-06-28 16:41:45+00:00,place order,Carpathian Financial Services plc,,,,customers
confirm_o-990404,2023-06-28 18:21:27+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
confirm_o-990413,2023-06-28 18:38:10+00:00,confirm order,Carpathian Financial Services plc,,,,customers
place_o-990414,2023-06-28 18:41:36+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990415,2023-06-28 21:40:59+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990416,2023-06-29 06:06:51+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990410,2023-06-29 08:46:09+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990417,2023-06-29 09:43:37+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990407,2023-06-29 10:37:56+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990418,2023-06-29 11:45:20+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990419,2023-06-29 13:48:46+00:00,place order,Carpathian Financial Services plc,,,,customers
confirm_o-990416,2023-06-29 14:50:16+00:00,confirm order,Nordica Systems GmbH,,,,customers
confirm_o-990411,2023-06-29 14:56:51+00:00,confirm order,Celtica Green Farms Oy,,,,customers
confirm_o-990415,2023-06-29 15:21:30+00:00,confirm order,Riviera Robotics SAS,,,,customers
place_o-990420,2023-06-29 15:55:37+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990414,2023-06-29 16:08:33+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990421,2023-06-29 18:09:20+00:00,place order,Nordica Systems GmbH,,,,customers
place_o-990422,2023-06-29 20:04:11+00:00,place order,SwissPeak Timepieces AG,,,,customers
place_o-990423,2023-06-29 22:44:33+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990419,2023-06-30 09:13:46+00:00,confirm order,Carpathian Financial Services plc,,,,customers
place_o-990424,2023-06-30 09:17:18+00:00,place order,AlpenTech Innovations AG,,,,customers
confirm_o-990423,2023-06-30 09:50:10+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
confirm_o-990417,2023-06-30 10:10:29+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990425,2023-06-30 10:52:41+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990418,2023-06-30 10:57:16+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990420,2023-06-30 11:02:24+00:00,confirm order,Nordica Systems GmbH,,,,customers
confirm_o-990424,2023-06-30 11:34:37+00:00,confirm order,AlpenTech Innovations AG,,,,customers
confirm_o-990422,2023-06-30 12:25:24+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990426,2023-06-30 13:03:28+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990421,2023-06-30 14:14:39+00:00,confirm order,Nordica Systems GmbH,,,,customers
confirm_o-990425,2023-06-30 14:22:07+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990427,2023-06-30 14:25:02+00:00,place order,Carpathian Financial Services plc,,,,customers
confirm_o-990426,2023-06-30 15:46:31+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990428,2023-06-30 16:08:09+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990429,2023-06-30 17:34:24+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990427,2023-06-30 17:34:45+00:00,confirm order,Carpathian Financial Services plc,,,,customers
confirm_o-990428,2023-06-30 18:41:32+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990430,2023-06-30 19:26:53+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990431,2023-06-30 22:29:58+00:00,place order,Vesta Fashion House GmbH,,,,customers
place_o-990432,2023-07-01 17:42:44+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990433,2023-07-02 18:02:24+00:00,place order,Vesta Fashion House GmbH,,,,customers
place_o-990434,2023-07-03 08:25:53+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990435,2023-07-03 10:26:55+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990436,2023-07-03 12:11:55+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990431,2023-07-03 12:26:17+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
confirm_o-990429,2023-07-03 12:38:42+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990437,2023-07-03 13:41:56+00:00,place order,SwissPeak Timepieces AG,,,,customers
place_o-990438,2023-07-03 15:41:58+00:00,place order,Riviera Robotics SAS,,,,customers
confirm_o-990434,2023-07-03 16:08:09+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990436,2023-07-03 16:08:21+00:00,confirm order,Celtica Green Farms Oy,,,,customers
confirm_o-990430,2023-07-03 16:41:13+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990438,2023-07-03 16:45:14+00:00,confirm order,Riviera Robotics SAS,,,,customers
place_o-990439,2023-07-03 17:42:01+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990437,2023-07-03 17:55:36+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990440,2023-07-03 19:42:15+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990441,2023-07-03 23:00:41+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990442,2023-07-04 08:49:00+00:00,place order,Carpathian Financial Services plc,,,,customers
confirm_o-990433,2023-07-04 08:59:50+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
confirm_o-990435,2023-07-04 10:25:28+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990443,2023-07-04 11:01:36+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990444,2023-07-04 12:21:18+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990445,2023-07-04 14:00:41+00:00,place order,Carpathian Financial Services plc,,,,customers
confirm_o-990439,2023-07-04 14:50:27+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990446,2023-07-04 15:19:28+00:00,place order,Vesta Fashion House GmbH,,,,customers
place_o-990447,2023-07-04 16:57:01+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990441,2023-07-04 17:19:17+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990447,2023-07-04 18:50:12+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990448,2023-07-04 19:12:08+00:00,place order,Iberian Sun Solaridades SA,,,,customers
place_o-990449,2023-07-04 22:00:27+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990450,2023-07-05 07:03:39+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990451,2023-07-05 09:46:06+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990443,2023-07-05 10:01:59+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990445,2023-07-05 10:05:12+00:00,confirm order,Carpathian Financial Services plc,,,,customers
confirm_o-990442,2023-07-05 11:39:16+00:00,confirm order,Carpathian Financial Services plc,,,,customers
place_o-990452,2023-07-05 11:50:18+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990446,2023-07-05 12:53:16+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
confirm_o-990440,2023-07-05 13:09:51+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990452,2023-07-05 13:27:16+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990453,2023-07-05 13:58:42+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990432,2023-07-05 15:08:58+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990450,2023-07-05 15:37:28+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990454,2023-07-05 16:15:29+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990453,2023-07-05 17:21:40+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990455,2023-07-05 17:49:04+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990454,2023-07-05 18:51:17+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990456,2023-07-05 20:03:23+00:00,place order,Celtica Green Farms Oy,,,,customers
place_o-990457,2023-07-05 22:42:57+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990458,2023-07-06 09:14:06+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990448,2023-07-06 09:17:45+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990455,2023-07-06 09:31:08+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990459,2023-07-06 10:46:17+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990460,2023-07-06 12:50:40+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990449,2023-07-06 14:35:53+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990461,2023-07-06 14:59:26+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990456,2023-07-06 15:05:54+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990462,2023-07-06 17:16:57+00:00,place order,Vesta Fashion House GmbH,,,,customers
place_o-990463,2023-07-06 18:52:00+00:00,place order,AlpenTech Innovations AG,,,,customers
confirm_o-990461,2023-07-06 19:39:39+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990464,2023-07-06 22:12:11+00:00,place order,Carpathian Financial Services plc,,,,customers
place_o-990465,2023-07-07 08:12:33+00:00,place order,Iberian Sun Solaridades SA,,,,customers
